name,link,cost for 2,cuisines,ratings,reviews,address,lat,lon
"navratna udupi pure veg restaurant Restaurant, Penha de Franca",https://www.zomato.com/goa/navratna-udupi-pure-veg-restaurant-penha-de-franca,500,"Chinese, Fast Food, North Indian, South Indian, Street Food, Desserts, Beverages",3.6,71," Calangute-Candolim Road, Alto Porvorim, Penha de Franca, Goa",15.6198960000,73.7859560000
"summer villa bar restaurant Restaurant, Candolim",https://www.zomato.com/goa/summer-villa-bar-restaurant-candolim,800,"Goan, Continental, Seafood, North Indian, Chinese",-,," Sequeira Vaddo, Candolim, Goa",15.4036456566,74.0095878392
"toy beach club Restaurant, Candolim",https://www.zomato.com/goa/toy-beach-club-candolim,"2,500","Continental, European, Italian, Japanese, North Indian",4.9,473," Candolim Beach Road, Candolim, Goa",0.0000000000,0.0000000000
"hotel sameera Restaurant, Ponda",https://www.zomato.com/goa/hotel-sameera-ponda,300,"Goan, North Indian",3.2,5," Shop G-4 & G-8, Vinayak Appartments, Panditwada, Ponda, Goa",0.0000000000,0.0000000000
"evergreen bar restaurant  Restaurant, Anjuna",https://www.zomato.com/goa/evergreen-bar-restaurant-anjuna,700,"Thai, Fast Food, North Indian, Chinese, Goan, Continental",-,," Near Anjuna Football Ground, Anjuna, Goa",15.6905263182,73.7022630125
"7 sea Restaurant, Calangute",https://www.zomato.com/goa/7-sea-calangute,500,Continental,-,," Umtavado, Near Calangute Beach, Calangute, Goa",15.2745965368,73.9555795491
"phoenix restro bar Restaurant, Arambol",https://www.zomato.com/goa/phoenix-restro-bar-arambol,800,"Bar Food, North Indian, Chinese, Fast Food",-,," Arambol Beach, Arambol, Goa",15.5698542949,74.0296041593
"swagat Restaurant, Margao",https://www.zomato.com/goa/swagat-1-margao,700,"Chinese, Fast Food",3.1,6," Comb, Margao, Goa",15.3696562761,73.8358266279
"master chef Restaurant, Old Goa",https://www.zomato.com/goa/master-chef-old-goa,400,"Goan, Chinese, North Indian",3.5,25," Shop 6, House Of Bom Jesus Society, Near HP Petrol Pump, Old Goa, Goa",15.5408082691,73.7567554414
"jalsa resort rio Restaurant, Baga",https://www.zomato.com/goa/jalsa-resort-rio-baga,"1,800","Gujarati, Rajasthani",3.0,7," Near Baga Beach, Tambudki, Arpora, Baga, Goa",15.5204981334,73.8283238187
"white house Restaurant, Bicholim",https://www.zomato.com/goa/white-house-bicholim,800,"Seafood, North Indian",-,," Behind Goa Institute of Management, Sanquelim Campus, Sattari, Poriem, Bicholim, Goa",15.6658119437,73.7140794843
"bytes  Restaurant, Bogmalo",https://www.zomato.com/goa/bytes-bogmalo,350,"Fast Food, Italian",NEW,," Bagmalo Beach, Bogmalo, Goa",15.2762858167,73.9153618366
"friends corner Restaurant, Vasco",https://www.zomato.com/goa/friends-corner-1-vasco,400,"North Indian, Goan",-,," Near MPT Hall, Dattatreya Deshpande Road, Vasco, Goa",15.5684700000,73.7596100000
"bakery café Restaurant, Mandrem",https://www.zomato.com/goa/bakery-café-mandrem,400,Cafe,-,," Mandrem Village Resort, Junaswada, Mandrem Beach, Mandrem, Goa",15.3950995368,73.8073948771
"snows family pastry Restaurant, Benaulim",https://www.zomato.com/goa/snows-family-pastry-benaulim,200,Bakery,-,," Shop 8, Rosary Complex, Near Rosary College, Navelim, Benaulim, Goa",15.2549875395,73.9654188976
"49ers Restaurant, Colva",https://www.zomato.com/goa/49ers-colva,500,"Continental, Goan, Chinese, North Indian, South Indian",3.2,159," Hotel Sea, Coin Beach, Colva, Goa",15.5017006010,73.9155687019
"big fish Restaurant, Assagao",https://www.zomato.com/goa/big-fish-assagao,500,"Chinese, Seafood, North Indian, Goan",3.8,21," Sivolim Road Bardem, Assagao, Goa",15.6036806512,73.7620403990
"red cake Restaurant, Mapusa",https://www.zomato.com/goa/the-red-cake-mapusa,300,"Bakery, Desserts, Fast Food",-,," Arpora, Near Mapusa, Goa",15.5638980000,73.7646490000
"luretha pollys bar restaurant Restaurant, Calangute",https://www.zomato.com/goa/luretha-and-pollys-bar-and-restaurant-calangute,600,"Goan, Seafood",-,," Mado Vaddo, Calangute, Goa",15.5483250929,73.7642599270
"lazy dog Restaurant, Arambol",https://www.zomato.com/goa/lazy-dog-arambol,900,"Finger Food, Continental",3.7,27," Junaswada 59, Mandrem, Mandrem, Goa",15.5286433606,73.7599435821
"damus corner Restaurant, Calangute",https://www.zomato.com/goa/damus-corner-calangute,500,North Indian,-,," Near Golden Nest Hotel, Porbo Vaddo, Calangute, Goa",15.5173706606,73.7635866925
"shivers Restaurant, Candolim",https://www.zomato.com/goa/shivers-candolim,"1,500","Continental, Goan, North Indian, Naga, Seafood",4.1,241," H 137/A, Opposite Kingfisher Villa, Fort Aguada Road, Dando, Candolim, Goa",15.5842840000,73.7535210000
"hyderabadi bawarchi dum biryani Restaurant, Panaji",https://www.zomato.com/goa/hyderabadi-bawarchi-dum-biryani-panaji,400,"Biryani, Chinese",2.9,32," Shop 1-2, Evergreen Apartment, Opposite Haji Ali Hotel, St. Inez, Panaji, Goa",15.5887386164,73.9456614107
"pint cafe Restaurant, Candolim",https://www.zomato.com/goa/pint-cafe-candolim,450,"North Indian, Seafood, Italian, Goan",-,," Candolim Beach, Candolim, Goa",15.4669530519,73.8073811308
"atrium cafe Restaurant, Ponda",https://www.zomato.com/goa/atrium-cafe-ponda,800,"Cafe, Fast Food, Continental",2.7,28," BSNL Road, Khadpabandh, Ponda, Goa",15.5870247500,73.9493021742
"chefs restaurant take away Restaurant, Vasco",https://www.zomato.com/goa/chefs-restaurant-and-take-away-vasco,300,"Mughlai, Biryani, North Indian",3.1,5," 07, Vasco Tower Building, Pixem Dongri, Vasco-Da-Gama, Vasco, Goa",15.3988475380,73.8119851425
"cookhouse Restaurant, Panaji",https://www.zomato.com/goa/the-cookhouse-panaji,500,Goan,-,," Shop 13/14, Models Millenium Vista, Caranzalem, Panaji, Goa",15.6670906362,73.7137284502
"nata goa Restaurant, Anjuna",https://www.zomato.com/goa/nata-goa-anjuna,550,"Healthy Food, Portuguese",3.4,11," 907, Market Road, Pequeno Peddem, Monteiro Vaddo, Anjuna, Goa",15.4905815164,73.8198433444
"la cucina Restaurant, Ashwem",https://www.zomato.com/goa/la-cucina-ashwem,600,"Italian, Pizza",4.0,80," 749, Morjim, Ashwem, Goa",15.5339340001,73.7581511959
"mohnish restaurant Restaurant, Bicholim",https://www.zomato.com/goa/mohnish-restaurant-1-bicholim,550,"Chinese, Goan, North Indian",-,," Near Koteshwar Lodge, Bicholim, Goa",15.5128888684,73.7698724493
"matcha Restaurant, Panaji",https://www.zomato.com/goa/matcha-panaji,800,"Asian, Japanese, Sushi",-,," Near Pooja Medical Store, Panaji, Goa",15.5764098924,73.7458016351
"red mango radisson goa candolim Restaurant, Candolim",https://www.zomato.com/goa/red-mango-radisson-goa-candolim-candolim,"1,400",Seafood,-,," Fort Aguada Road, Bammon Vaddo, Candolim, Goa",15.5094104293,73.7705681473
"pinto bar restaurant Restaurant, Panaji",https://www.zomato.com/goa/pinto-bar-restaurant-panaji,800,Goan,-,," Near St. Inez Church, Panaji, Goa",15.4865915530,73.8200418279
"royal sweet mart Restaurant, Bicholim",https://www.zomato.com/goa/royal-sweet-mart-bicholim,150,Mithai,NEW,," Old Market, Bicholim, Goa",15.4014072595,74.0048641339
"reggies shack Restaurant, Calangute",https://www.zomato.com/goa/reggies-shack-calangute,700,"North Indian, Chinese, Continental, Goan, Seafood",3.2,10," Holiday Street, Calangute Beach, Gaura Vaddo, Calangute, Goa",15.5042971756,73.7716852874
"royale exotica sky lounge Restaurant, Calangute",https://www.zomato.com/goa/royale-exotica-sky-lounge-calangute,"1,100","North Indian, Chinese, Seafood, Goan",3.5,9," Royale Exotica, Maddo Waddo, Calangute, Goa",15.2144958427,74.0696317703
"bawarchi biryani Restaurant, Candolim",https://www.zomato.com/goa/bawarchi-biryani-candolim,200,Biryani,-,," Shop 2, Neural Candolim Road, Tito Beach, Candolim, Goa",15.3999171362,74.0156261623
"banyan tree taj holiday village resort spa Restaurant, Candolim",https://www.zomato.com/goa/banyan-tree-taj-holiday-village-resort-spa-candolim,"3,000",Asian,4.3,112," Taj Holiday Village Resort & Spa, Bardez, Candolim, Goa",15.5415466878,73.7568211555
"om bhel puri Restaurant, Ponda",https://www.zomato.com/goa/om-bhel-puri-ponda,200,Street Food,3.3,5," Opposite St. Marry High School, Ponda, Goa",15.5864314977,73.7596146762
"brancos restaurant bar Restaurant, Panaji",https://www.zomato.com/goa/brancos-restaurant-and-bar-panaji,600,Goan,3.3,5," 333-335, Opposite Dukle Residency, Panaji, Goa",15.5002935844,73.7711418048
"pastry station Restaurant, Anjuna",https://www.zomato.com/goa/pastry-station-anjuna,300,"Desserts, Fast Food",-,," Near HP Petrol Pump, Anjuna, Goa",15.6402222077,73.7229324505
"dreamland cafe Restaurant, Mapusa",https://www.zomato.com/goa/dreamland-cafe-mapusa,400,"Goan, Fast Food, Chinese, North Indian",2.8,8," Shop C-4, Chandranath Aprtment, Opposite Police Station, Mapusa, Goa",15.4842348245,73.8204538822
"beach hut caravela beach resort Restaurant, Benaulim",https://www.zomato.com/goa/beach-hut-caravela-beach-resort-benaulim,"1,500","Goan, Seafood",3.2,21," Caravela Beach Resort, Varca Beach, Benaulim, Goa",15.2177223303,74.0797621384
"zest vegan vegetarian cafe Restaurant, Quepem",https://www.zomato.com/goa/zest-vegan-and-vegetarian-cafe-quepem,400,"Fast Food, Salad",3.3,4," Agonda Beach Road, Near Quepem, Goa",15.5338196478,73.7582098693
"pastry palace Restaurant, Quepem",https://www.zomato.com/goa/pastry-palace-quepem,200,"Bakery, Fast Food",-,," AG-5, Rosary Commercial Arcade, Navelim, Quepem, Goa",15.5908148073,73.8088342175
"sea pearl Restaurant, Calangute",https://www.zomato.com/goa/sea-pearl-calangute,600,"North Indian, Continental, Chinese, Goan, Seafood",-,," Calangute Beach, Gaura Vaddo",15.0111427987,74.0351932123
"thalassa Restaurant, Siolim",https://www.zomato.com/goa/thalassa-siolim,"2,000","Greek, Mediterranean",4.4,3810," Plot 301, 1, Near Teso Waterfront, Vaddy, Siolim, Goa",15.1714678390,73.9740559459
"ruchik fast food Restaurant, Cavelossim",https://www.zomato.com/goa/ruchik-fast-food-cavelossim,250,"Chinese, North Indian",-,," Velim, Cavelossim, Goa",15.2125155385,73.9396623150
"rock point Restaurant, Palolem",https://www.zomato.com/goa/the-rock-point-palolem,400,Fast Food,-,," Palolem Beach Road, Palolem, Goa",15.5105337321,73.7715810165
"lobby bar country inn suites by radisson Restaurant, Candolim",https://www.zomato.com/goa/lobby-bar-country-inn-suites-by-radisson-candolim,"2,000","Finger Food, North Indian, Continental",-,," Country Inn & Suites By Radisson, Bammonvaddo, Candolim, Goa",15.5944594742,73.9440722018
"kundan purohit sweets Restaurant, Bicholim",https://www.zomato.com/goa/kundan-purohit-sweets-bicholim,200,Mithai,NEW,," Opposite Central Bank, Bordem, Bicholim, Goa",15.2560556099,73.9665953815
"wildwood pizza studio rotisserie Restaurant, Vasco",https://www.zomato.com/goa/wildwood-pizza-studio-rotisserie-vasco,"1,000","Italian, Pizza, Beverages, Desserts",3.1,12," Villa Boa Ventura, Main Dabolim Airport Road, Sancoale, Vasco, Goa",15.3881593340,73.8586086407
"cafe ave maria Restaurant, Panaji",https://www.zomato.com/goa/cafe-ave-maria-1-panaji,350,"Fast Food, Bakery",3.6,23," 18/145 Vodlem Bhat Taleigao Tiswadi Panaji, Goa",15.5209536337,73.8287657127
"sweet dreams bakery Restaurant, Margao",https://www.zomato.com/goa/sweet-dreams-bakery-2-margao,400,Bakery,-,," 317, Buticas, Navelim, Salcete, Margao, Goa",15.6159344390,73.7556600943
"susagade Restaurant, Vagator",https://www.zomato.com/goa/susagade-vagator,500,"Goan, North Indian, Chinese",3.2,8," Vagator Beach Road, Vagator, Goa",15.5978760889,73.7466663122
"chat street Restaurant, Penha de Franca",https://www.zomato.com/goa/chat-street-1-penha-de-franca,200,Street Food,-,," Delfino's Shopping Complex, Penha de Franca, Goa",15.5430038000,73.7607593000
"saahil hotel Restaurant, Calangute",https://www.zomato.com/goa/saahil-hotel-calangute,500,"Goan, Chinese, North Indian",3.1,7," Khobra Vaddo, Baga Road, Bardez, Calangute, Goa",15.5939192047,73.7357239053
"cardozo holiday inn bar restaurant Restaurant, Bardez",https://www.zomato.com/goa/cardozo-holiday-inn-bar-restaurant-bardez,600,"North Indian, South Indian, Chinese, Fast Food",-,," 5/77, Ward V, Maddo Vaddo, Calangute, Bardez, Goa",15.5501791424,73.7592317909
"larive beach resort restaurant Restaurant, Vagator",https://www.zomato.com/goa/larive-beach-resort-restaurant-vagator,"1,500","Asian, European, Continental",3.8,33," Behind Vagator Parish Youth Sports Club, Ozran Beach Little Vagator, Goa",15.5871071012,73.7918893620
"blue monkey Restaurant, Penha de Franca",https://www.zomato.com/goa/blue-monkey-penha-de-franca,600,"Italian, Fast Food",3.5,38," 406/134, PDA Colony, NH 17, Alto Porvorim, Opposite Hotel Orion, Penha de Franca, Goa",15.4762351885,73.8206708059
"soro Restaurant, Vagator",https://www.zomato.com/goa/soro-vagator,"1,200","Italian, Continental",4.2,261," Assagaon, Siolim Road, Vagator, Goa",0.0000000000,0.0000000000
"amantes paraiso Restaurant, Mapusa",https://www.zomato.com/goa/amantes-paraiso-mapusa,"1,000",Goan,-,," Naika Vaddo, Verla Parra, Mapusa, Goa",15.4705116950,73.9257191867
"pine tree Restaurant, Calangute",https://www.zomato.com/goa/pine-tree-calangute,700,"North Indian, Goan, Continental, Chinese",2.8,12," Near Shalala Handicraft, Calangute Beach, Calangute, Goa",15.5994616630,73.7390277162
"comida caseira Restaurant, Vagator",https://www.zomato.com/goa/comida-caseira-vagator,"1,400","Continental, Portuguese, Goan",4.0,63," Vagator Beach Road, Bardez, Coutinho Vaddo, Vagator, Goa",15.5264757679,73.8262896985
"psy bar restaurant Restaurant, Arambol",https://www.zomato.com/goa/psy-bar-restaurant-arambol,500,"Italian, French, North Indian",-,," Near Pay Park, Arambol, Goa",15.6011615398,73.7614744529
"amavi Restaurant, Calangute",https://www.zomato.com/goa/amavi-calangute,"2,000",Continental,4.2,86," Cottage Number 88, Behind The Art Chamber, Guaravaddo, Calangute, Goa",15.4064325486,74.0078490973
"cafe central Restaurant, Panaji",https://www.zomato.com/goa/cafe-central-panaji,200,"Bakery, Desserts",4.2,121," Ishan Building, Dr. Pisurlekar Road, Panaji, Goa",15.2699122149,73.9632231742
"sea creek Restaurant, Ashwem",https://www.zomato.com/goa/sea-creek-ashwem,700,"Continental, North Indian, Chinese, Goan",3.1,5," Ashwem, Mandrem, Ashwem, Goa",15.5294935934,73.7598577514
"taris Restaurant, Ponda",https://www.zomato.com/goa/taris-ponda,300,"Goan, Chinese",3.2,5," Ponda Panjim, Nh 4 Highway, Ponda, Goa",15.3985478943,73.8109853491
"village hut Restaurant, Old Goa",https://www.zomato.com/goa/village-hut-old-goa,250,"Fast Food, Seafood",-,," Bhatt Pisvadi, Carambolim, Old Goa, Goa",15.6502968697,73.7162654847
"q ba Restaurant, Cavelossim",https://www.zomato.com/goa/q-ba-cavelossim,"1,000","Seafood, Goan",3.4,12," Cavelossim Beach, Cavelossim, Goa",15.1757857896,73.9478440583
"nizamis food corner Restaurant, Margao",https://www.zomato.com/goa/nizamis-food-corner-margao,200,Biryani,-,," Behind Jama Masjid Road, Margao, Goa",15.4978620563,73.8269984722
"new banarasi dairy restaurant Restaurant, Vasco",https://www.zomato.com/goa/new-banarasi-dairy-restaurant-vasco,100,Street Food,-,," Shop 17, Commerce Center Building, Opposite Vasco Fish Market, Vasco, Goa",0.0000000000,0.0000000000
"bakery division Restaurant, Panaji",https://www.zomato.com/goa/the-bakery-division-panaji,300,"Bakery, Desserts",3.5,33," Models Millennium Vistas, Building Number 3, Caranzalem, Panaji, Goa",15.5339139723,73.7677535042
"matasya Restaurant, Baga",https://www.zomato.com/goa/matasya-baga,"2,000","North Indian, Italian",-,," 7/225/A, Saunta Vaddo, Baga, Goa",0.0000000000,0.0000000000
"barrica bistro bar restaurant Restaurant, Vagator",https://www.zomato.com/goa/barrica-bistro-bar-restaurant-vagator,700,"North Indian, Chinese, Fast Food, Continental",-,," Hotel Sindola Inn By Hotel Lotus Inn, Anjuna, Vagator, Goa",15.4664719049,73.8087530807
"barbro Restaurant, Baga",https://www.zomato.com/goa/barbro-baga,500,"Andhra, Biryani",-,," Opposite Acron Waterfront, On The Seaward Side Of Baga Bridge, Baga, Goa",15.5189752691,73.7625198439
"doms Restaurant, Cavelossim",https://www.zomato.com/goa/doms-cavelossim,800,"Seafood, North Indian, Continental, Chinese",3.0,11," Mobor Beach, Cavelossim, Salcette, Goa",15.5378290490,73.7578286603
"chika palace restaurant bar Restaurant, Arambol",https://www.zomato.com/goa/chika-palace-restaurant-bar-arambol,650,"Arabian, Asian, Bar Food, Biryani",-,," Girkarwada, Arambol, Goa",15.5682907776,73.7528052181
"baba au rhum Restaurant, Anjuna",https://www.zomato.com/goa/baba-au-rhum-1-anjuna,"1,000",Cafe,4.5,1627," 1054, Sim Vaddo, Anjuna, Goa",15.5897526553,73.8107033819
"sweet sour restaurant Restaurant, Calangute",https://www.zomato.com/goa/sweet-sour-restaurant-calangute,700,"Chinese, Goan, North Indian, Fast Food",3.2,13," Shop C53, Benson Complex, Naika Vaddo, Opposite SBI, Calangute, Goa",15.5756860000,73.7416640000
"thirumala fast food Restaurant, Baga",https://www.zomato.com/goa/thirumala-fast-food-baga,200,South Indian,3.1,5," Arpora Calangute Road, Bardez, Baga, Goa",15.5649324533,73.7496968731
"comida double tree by hilton goa Restaurant, Panaji",https://www.zomato.com/goa/comida-double-tree-by-hilton-goa-panaji,"2,000","North Indian, Asian, Italian, Mediterranean",4.1,24," DoubleTree by Hilton Goa - Panaji Kadamba Plateau, Panjim Old Goa Bypass Road, Velha, Panaji, Goa",15.4915488666,73.9228371531
"sai udupi pure veg restaurant Restaurant, Calangute",https://www.zomato.com/goa/sai-udupi-pure-veg-restaurant-calangute,250,"South Indian, North Indian, Chinese, Beverages, Coffee",3.2,6," Shop 2, H 2/251A, Naika Vaddo, Calangute, Goa",15.3927666589,74.0004964918
"sai shubadha Restaurant, Mapusa",https://www.zomato.com/goa/sai-shubadha-mapusa,700,"North Indian, Goan, Chinese",-,," Britton Vaddo, Parra, Mapusa, Goa",15.6807896728,73.7049100176
"beach queen Restaurant, Calangute",https://www.zomato.com/goa/beach-queen-calangute,750,"North Indian, Chinese, Goan, Continental",3.3,14," Khobra Vaddo, Calangute Beach, Calangute, Goa",15.2950807659,73.9154550433
"cafe baga Restaurant, Baga",https://www.zomato.com/goa/cafe-baga-baga,"1,200","North Indian, Continental, Chinese",-,," The Baga Marina, Saunta, Khobra Vaddo, Baga, Goa",15.2744862463,73.9556496218
"poolside bar Restaurant, Candolim",https://www.zomato.com/goa/poolside-bar-candolim,"2,000","North Indian, Chinese, Goan, Mughlai",-,," Phoenix Park Inn Resort, Ground Floor, Sequira Vado Beach, Candolim, Goa",15.3177618903,73.9035446942
"garden Restaurant, Colva",https://www.zomato.com/goa/the-garden-colva,"1,200","North Indian, Goan, Chinese",3.7,56," La Ben Resort, Colva Beach Road, Colva, Goa",15.5366416128,73.7628168985
